time,location,Y,total_sessions,total_carts,total_checkouts,total_orders_placed
2024-02-14,aguascalientes,Mexico,191,8,7,0
2024-02-14,zacatecas,Mexico,160,3,5,0
2024-02-14,baja california sur,Mexico,160,1,3,0
2024-02-14,durango,Mexico,167,7,9,0
2024-02-14,campeche,Mexico,215,6,8,0
2024-02-14,nayarit,Mexico,112,3,3,2
2024-02-14,colima,Mexico,84,2,1,0
2024-02-14,tlaxcala,Mexico,111,5,3,0
2024-02-15,mexico city,Mexico,11239,411,365,50
2024-02-15,méxico,Mexico,4916,209,181,17
2024-02-15,nuevo león,Mexico,3526,129,98,14
2024-02-15,jalisco,Mexico,3858,162,138,10
2024-02-15,veracruz,Mexico,1617,53,59,7
2024-02-15,guanajuato,Mexico,1162,55,48,5
2024-02-15,sinaloa,Mexico,1076,55,35,2
2024-02-15,puebla,Mexico,1139,48,36,4
2024-02-15,querétaro,Mexico,935,48,39,4
2024-02-15,baja california,Mexico,944,31,20,2
2024-02-15,chihuahua,Mexico,859,33,33,4
2024-02-15,sonora,Mexico,921,35,21,2
2024-02-15,coahuila,Mexico,784,34,19,1
2024-02-15,tamaulipas,Mexico,803,26,15,1
2024-02-15,yucatán,Mexico,1082,57,53,6
2024-02-15,quintana roo,Mexico,832,34,32,2
2024-02-15,michoacán,Mexico,721,28,24,3
2024-02-15,morelos,Mexico,525,20,13,3
2024-02-15,tabasco,Mexico,641,28,21,0
2024-02-15,guerrero,Mexico,337,13,13,2
2024-02-15,chiapas,Mexico,366,13,13,2
2024-02-15,san luis potosí,Mexico,352,11,12,2
2024-02-15,hidalgo,Mexico,406,16,13,2
2024-02-15,oaxaca,Mexico,179,5,6,0
2024-02-15,aguascalientes,Mexico,254,11,15,0
2024-02-15,zacatecas,Mexico,203,4,5,0
2024-02-15,baja california sur,Mexico,224,7,0,0
2024-02-15,durango,Mexico,209,8,6,0
2024-02-15,campeche,Mexico,292,10,11,2
2024-02-15,nayarit,Mexico,148,3,4,1
2024-02-15,colima,Mexico,123,4,6,1
2024-02-15,tlaxcala,Mexico,147,2,0,0
2024-02-16,mexico city,Mexico,11351,398,351,51
2024-02-16,méxico,Mexico,4961,193,170,32
2024-02-16,nuevo león,Mexico,3683,132,99,14
2024-02-16,jalisco,Mexico,4355,165,130,19
2024-02-16,veracruz,Mexico,1681,64,60,9
2024-02-16,guanajuato,Mexico,1287,46,27,0
2024-02-16,sinaloa,Mexico,1095,43,27,4
2024-02-16,puebla,Mexico,1210,59,45,7
2024-02-16,querétaro,Mexico,997,46,31,5
2024-02-16,baja california,Mexico,984,39,23,3
2024-02-16,chihuahua,Mexico,856,39,34,4
2024-02-16,sonora,Mexico,874,46,29,2
2024-02-16,coahuila,Mexico,814,30,26,1
2024-02-16,tamaulipas,Mexico,846,29,21,2
2024-02-16,yucatán,Mexico,1254,51,49,2
2024-02-16,quintana roo,Mexico,961,39,44,10
2024-02-16,michoacán,Mexico,792,32,21,1
2024-02-16,morelos,Mexico,521,16,13,1
2024-02-16,tabasco,Mexico,713,31,32,3
2024-02-16,guerrero,Mexico,412,13,17,2
2024-02-16,chiapas,Mexico,345,7,6,1
2024-02-16,san luis potosí,Mexico,345,19,13,0
2024-02-16,hidalgo,Mexico,354,14,13,1
2024-02-16,oaxaca,Mexico,206,7,4,0
2024-02-16,aguascalientes,Mexico,330,10,12,1
2024-02-16,zacatecas,Mexico,215,8,8,2
2024-02-16,baja california sur,Mexico,256,9,6,1
2024-02-16,durango,Mexico,229,10,7,0
2024-02-16,campeche,Mexico,276,11,9,1
2024-02-16,nayarit,Mexico,193,7,4,0
2024-02-16,colima,Mexico,138,2,3,0
2024-02-16,tlaxcala,Mexico,144,5,7,2
2024-02-17,mexico city,Mexico,10495,385,339,47
2024-02-17,méxico,Mexico,5002,183,130,16
2024-02-17,nuevo león,Mexico,3651,136,104,18
2024-02-17,jalisco,Mexico,3729,145,107,14
2024-02-17,veracruz,Mexico,1722,57,51,6
2024-02-17,guanajuato,Mexico,1347,53,32,7
2024-02-17,sinaloa,Mexico,1044,32,15,2
2024-02-17,puebla,Mexico,1189,29,32,6
2024-02-17,querétaro,Mexico,980,37,33,4
2024-02-17,baja california,Mexico,908,26,17,2
2024-02-17,chihuahua,Mexico,826,38,21,1
2024-02-17,sonora,Mexico,842,25,22,1
2024-02-17,coahuila,Mexico,797,26,24,2
2024-02-17,tamaulipas,Mexico,919,24,26,6
2024-02-17,yucatán,Mexico,1157,38,31,3
2024-02-17,quintana roo,Mexico,944,47,39,6
2024-02-17,michoacán,Mexico,727,13,15,1
2024-02-17,morelos,Mexico,517,20,16,4
2024-02-17,tabasco,Mexico,666,26,17,0
2024-02-17,guerrero,Mexico,396,18,16,0
2024-02-17,chiapas,Mexico,375,13,7,2
2024-02-17,san luis potosí,Mexico,362,20,14,2
2024-02-17,hidalgo,Mexico,422,21,14,2
2024-02-17,oaxaca,Mexico,194,10,3,0
2024-02-17,aguascalientes,Mexico,296,14,9,1
2024-02-17,zacatecas,Mexico,195,5,3,0
2024-02-17,baja california sur,Mexico,255,12,6,1
2024-02-17,durango,Mexico,197,8,6,0
2024-02-17,campeche,Mexico,282,10,10,0
2024-02-17,nayarit,Mexico,165,10,3,1
2024-02-17,colima,Mexico,112,2,1,0
2024-02-17,tlaxcala,Mexico,153,8,7,1
2024-02-18,mexico city,Mexico,10407,403,336,54
2024-02-18,méxico,Mexico,4998,220,175,30
2024-02-18,nuevo león,Mexico,3677,127,90,7
2024-02-18,jalisco,Mexico,4055,165,141,21
2024-02-18,veracruz,Mexico,1955,75,58,6
2024-02-18,guanajuato,Mexico,1329,48,44,0
2024-02-18,sinaloa,Mexico,1098,50,35,3
2024-02-18,puebla,Mexico,1190,39,41,5
2024-02-18,querétaro,Mexico,993,40,33,7
2024-02-18,baja california,Mexico,1056,35,28,2
2024-02-18,chihuahua,Mexico,939,31,26,2
2024-02-18,sonora,Mexico,958,30,20,1
2024-02-18,coahuila,Mexico,760,28,23,3
2024-02-18,tamaulipas,Mexico,858,30,19,2
2024-02-18,yucatán,Mexico,1299,51,45,6
2024-02-18,quintana roo,Mexico,993,41,48,7
2024-02-18,michoacán,Mexico,798,26,28,4
2024-02-18,morelos,Mexico,527,21,13,1
2024-02-18,tabasco,Mexico,771,36,23,4
2024-02-18,guerrero,Mexico,431,22,17,0
2024-02-18,chiapas,Mexico,410,21,13,1
2024-02-18,san luis potosí,Mexico,391,12,14,2
2024-02-18,hidalgo,Mexico,431,24,19,4
2024-02-18,oaxaca,Mexico,213,8,5,0
2024-02-18,aguascalientes,Mexico,316,7,6,0
2024-02-18,zacatecas,Mexico,246,18,15,2
2024-02-18,baja california sur,Mexico,233,6,3,1
2024-02-18,durango,Mexico,192,8,8,3
2024-02-18,campeche,Mexico,349,10,16,0
2024-02-18,nayarit,Mexico,163,4,2,0
2024-02-18,colima,Mexico,113,4,1,0
2024-02-18,tlaxcala,Mexico,167,7,4,0
2024-02-19,mexico city,Mexico,11008,417,377,43
2024-02-19,méxico,Mexico,4878,175,202,23
2024-02-19,nuevo león,Mexico,3769,130,113,18
2024-02-19,jalisco,Mexico,4149,169,158,27
2024-02-19,veracruz,Mexico,1618,44,36,1
2024-02-19,guanajuato,Mexico,1338,59,52,6
2024-02-19,sinaloa,Mexico,1143,32,17,1
2024-02-19,puebla,Mexico,1218,51,43,2
2024-02-19,querétaro,Mexico,1057,38,35,4
2024-02-19,baja california,Mexico,1130,35,39,2
2024-02-19,chihuahua,Mexico,918,32,32,4
2024-02-19,sonora,Mexico,962,31,21,1
2024-02-19,coahuila,Mexico,828,32,25,2
2024-02-19,tamaulipas,Mexico,870,27,17,1
2024-02-19,yucatán,Mexico,1183,45,41,4
2024-02-19,quintana roo,Mexico,960,42,34,4
2024-02-19,michoacán,Mexico,705,30,23,5
2024-02-19,morelos,Mexico,512,14,10,1
2024-02-19,tabasco,Mexico,708,31,26,2
2024-02-19,guerrero,Mexico,435,9,14,1
2024-02-19,chiapas,Mexico,367,10,11,0
2024-02-19,san luis potosí,Mexico,410,15,13,1
2024-02-19,hidalgo,Mexico,465,21,22,1
2024-02-19,oaxaca,Mexico,207,6,5,1
2024-02-19,aguascalientes,Mexico,312,14,9,2
2024-02-19,zacatecas,Mexico,220,11,3,0
2024-02-19,baja california sur,Mexico,232,8,2,1
2024-02-19,durango,Mexico,228,12,7,0
2024-02-19,campeche,Mexico,305,13,10,1
2024-02-19,nayarit,Mexico,156,0,0,0
2024-02-19,colima,Mexico,134,6,6,1
2024-02-19,tlaxcala,Mexico,168,5,8,1
2024-02-20,mexico city,Mexico,9764,350,349,39
2024-02-20,méxico,Mexico,4429,176,196,18
2024-02-20,nuevo león,Mexico,3243,123,97,8
2024-02-20,jalisco,Mexico,3583,121,116,14
2024-02-20,veracruz,Mexico,1417,46,40,5
2024-02-20,guanajuato,Mexico,1115,33,22,5
2024-02-20,sinaloa,Mexico,927,34,34,1
2024-02-20,puebla,Mexico,1104,36,30,2
2024-02-20,querétaro,Mexico,885,33,34,5
2024-02-20,baja california,Mexico,941,25,20,2
2024-02-20,chihuahua,Mexico,775,21,22,2
2024-02-20,sonora,Mexico,855,37,31,5
2024-02-20,coahuila,Mexico,691,19,19,4
2024-02-20,tamaulipas,Mexico,713,19,20,1
2024-02-20,yucatán,Mexico,1044,44,38,2
2024-02-20,quintana roo,Mexico,888,33,28,6
2024-02-20,michoacán,Mexico,680,28,22,3
2024-02-20,morelos,Mexico,476,12,20,2
2024-02-20,tabasco,Mexico,657,18,22,0
2024-02-20,guerrero,Mexico,351,11,14,1
2024-02-20,chiapas,Mexico,325,13,11,3
2024-02-20,san luis potosí,Mexico,314,17,16,0
2024-02-20,hidalgo,Mexico,370,9,10,1
2024-02-20,oaxaca,Mexico,181,10,7,1
2024-02-20,aguascalientes,Mexico,277,11,12,1
2024-02-20,zacatecas,Mexico,195,7,6,0
2024-02-20,baja california sur,Mexico,265,7,2,0
2024-02-20,durango,Mexico,179,4,6,0
2024-02-20,campeche,Mexico,281,11,15,3
2024-02-20,nayarit,Mexico,148,6,4,1
2024-02-20,colima,Mexico,164,5,3,2
2024-02-20,tlaxcala,Mexico,116,4,6,0
2024-02-21,mexico city,Mexico,8015,343,325,29
2024-02-21,méxico,Mexico,3585,138,156,25
2024-02-21,nuevo león,Mexico,2814,86,84,11
2024-02-21,jalisco,Mexico,2912,97,96,7
2024-02-21,veracruz,Mexico,1118,34,39,7
2024-02-21,guanajuato,Mexico,935,32,29,3
2024-02-21,sinaloa,Mexico,801,30,26,3
2024-02-21,puebla,Mexico,893,31,39,5
2024-02-21,querétaro,Mexico,698,30,23,3
2024-02-21,baja california,Mexico,804,23,18,3
2024-02-21,chihuahua,Mexico,701,21,26,6
2024-02-21,sonora,Mexico,780,44,38,2
2024-02-21,coahuila,Mexico,658,27,28,3
2024-02-21,tamaulipas,Mexico,628,23,21,1
2024-02-21,yucatán,Mexico,844,36,40,5
2024-02-21,quintana roo,Mexico,756,20,28,2
2024-02-21,michoacán,Mexico,518,24,19,1
2024-02-21,morelos,Mexico,436,20,24,2
2024-02-21,tabasco,Mexico,514,24,29,1
2024-02-21,guerrero,Mexico,301,8,12,2
2024-02-21,chiapas,Mexico,295,18,16,4
2024-02-21,san luis potosí,Mexico,319,8,9,1
2024-02-21,hidalgo,Mexico,302,16,18,2
2024-02-21,oaxaca,Mexico,147,7,4,1
2024-02-21,aguascalientes,Mexico,230,17,9,1
2024-02-21,zacatecas,Mexico,190,4,2,0
2024-02-21,baja california sur,Mexico,203,8,8,0
2024-02-21,durango,Mexico,174,9,6,1
2024-02-21,campeche,Mexico,247,19,13,2
2024-02-21,nayarit,Mexico,119,3,3,0
2024-02-21,colima,Mexico,127,7,2,0
2024-02-21,tlaxcala,Mexico,116,14,13,2
2024-02-22,mexico city,Mexico,7369,283,313,33
2024-02-22,méxico,Mexico,3249,157,150,18
2024-02-22,nuevo león,Mexico,2625,120,90,9
2024-02-22,jalisco,Mexico,2887,137,121,14
2024-02-22,veracruz,Mexico,1115,47,36,4
2024-02-22,guanajuato,Mexico,873,36,39,3
2024-02-22,sinaloa,Mexico,814,31,21,0
2024-02-22,puebla,Mexico,732,20,26,1
2024-02-22,querétaro,Mexico,682,34,24,4
2024-02-22,baja california,Mexico,752,35,25,1
2024-02-22,chihuahua,Mexico,659,26,31,4
2024-02-22,sonora,Mexico,696,38,33,1
2024-02-22,coahuila,Mexico,594,25,16,1
2024-02-22,tamaulipas,Mexico,561,15,14,3
2024-02-22,yucatán,Mexico,806,36,37,3
2024-02-22,quintana roo,Mexico,655,37,37,9
2024-02-22,michoacán,Mexico,624,25,32,3
2024-02-22,morelos,Mexico,404,11,14,2
2024-02-22,tabasco,Mexico,507,12,14,3
2024-02-22,guerrero,Mexico,297,13,11,3
2024-02-22,chiapas,Mexico,274,12,9,3
2024-02-22,san luis potosí,Mexico,222,8,4,0
2024-02-22,hidalgo,Mexico,263,3,5,1
2024-02-22,oaxaca,Mexico,150,4,11,1
2024-02-22,aguascalientes,Mexico,209,8,11,1
2024-02-22,zacatecas,Mexico,169,13,7,0
2024-02-22,baja california sur,Mexico,147,8,5,1
2024-02-22,durango,Mexico,146,7,10,2
2024-02-22,campeche,Mexico,185,10,8,1
2024-02-22,nayarit,Mexico,123,2,2,0
2024-02-22,colima,Mexico,134,10,7,0
2024-02-22,tlaxcala,Mexico,105,5,5,0
2024-02-23,mexico city,Mexico,8419,310,281,39
2024-02-23,méxico,Mexico,3873,174,173,18
2024-02-23,nuevo león,Mexico,2984,101,81,9
2024-02-23,jalisco,Mexico,3644,160,136,17
2024-02-23,veracruz,Mexico,1400,38,38,5
2024-02-23,guanajuato,Mexico,1025,21,17,2
2024-02-23,sinaloa,Mexico,1379,77,61,5
2024-02-23,puebla,Mexico,977,45,47,4
2024-02-23,querétaro,Mexico,847,34,26,1
2024-02-23,baja california,Mexico,933,27,13,0
2024-02-23,chihuahua,Mexico,791,27,21,2
2024-02-23,sonora,Mexico,977,38,41,1
2024-02-23,coahuila,Mexico,741,37,25,3
2024-02-23,tamaulipas,Mexico,689,27,31,4
2024-02-23,yucatán,Mexico,960,43,32,5
2024-02-23,quintana roo,Mexico,876,36,31,3
2024-02-23,michoacán,Mexico,765,35,37,4
2024-02-23,morelos,Mexico,432,21,14,3
2024-02-23,tabasco,Mexico,647,20,13,0
2024-02-23,guerrero,Mexico,392,31,27,5
2024-02-23,chiapas,Mexico,421,32,32,5
2024-02-23,san luis potosí,Mexico,296,9,5,1
2024-02-23,hidalgo,Mexico,318,16,17,4
2024-02-23,oaxaca,Mexico,196,9,10,1
2024-02-23,aguascalientes,Mexico,238,14,12,1
2024-02-23,zacatecas,Mexico,212,12,8,0
2024-02-23,baja california sur,Mexico,244,9,6,1
2024-02-23,durango,Mexico,198,5,10,1
2024-02-23,campeche,Mexico,255,11,14,1
2024-02-23,nayarit,Mexico,167,7,6,2
2024-02-23,colima,Mexico,158,6,8,0
2024-02-23,tlaxcala,Mexico,106,4,5,0
2024-02-24,mexico city,Mexico,7804,297,290,46
2024-02-24,méxico,Mexico,3449,122,118,12
2024-02-24,nuevo león,Mexico,2613,86,61,5
2024-02-24,jalisco,Mexico,3228,148,122,14
2024-02-24,veracruz,Mexico,1335,50,43,7
2024-02-24,guanajuato,Mexico,953,40,35,2
2024-02-24,sinaloa,Mexico,1037,37,19,4
2024-02-24,puebla,Mexico,902,33,28,3
2024-02-24,querétaro,Mexico,745,28,25,5
2024-02-24,baja california,Mexico,786,24,27,2
2024-02-24,chihuahua,Mexico,722,20,15,2
2024-02-24,sonora,Mexico,732,24,31,4
2024-02-24,coahuila,Mexico,659,22,20,3
2024-02-24,tamaulipas,Mexico,593,14,6,1
2024-02-24,yucatán,Mexico,795,32,34,5
2024-02-24,quintana roo,Mexico,724,27,21,1
2024-02-24,michoacán,Mexico,605,29,22,0
2024-02-24,morelos,Mexico,455,16,14,2
2024-02-24,tabasco,Mexico,562,16,11,1
2024-02-24,guerrero,Mexico,344,12,13,0
2024-02-24,chiapas,Mexico,297,14,13,0
2024-02-24,san luis potosí,Mexico,275,9,9,2
2024-02-24,hidalgo,Mexico,299,11,8,1
2024-02-24,oaxaca,Mexico,178,6,6,0
2024-02-24,aguascalientes,Mexico,264,5,8,1
2024-02-24,zacatecas,Mexico,180,5,7,0
2024-02-24,baja california sur,Mexico,212,8,6,1
2024-02-24,durango,Mexico,155,8,7,3
2024-02-24,campeche,Mexico,231,8,13,1
2024-02-24,nayarit,Mexico,125,7,4,0
2024-02-24,colima,Mexico,129,2,3,0
2024-02-24,tlaxcala,Mexico,143,4,7,1
2024-02-25,mexico city,Mexico,8554,295,239,24
2024-02-25,méxico,Mexico,3983,150,140,15
2024-02-25,nuevo león,Mexico,2959,107,89,7
2024-02-25,jalisco,Mexico,3285,108,85,8
2024-02-25,veracruz,Mexico,1382,46,50,4
2024-02-25,guanajuato,Mexico,1102,36,35,4
2024-02-25,sinaloa,Mexico,1102,33,34,2
2024-02-25,puebla,Mexico,968,41,32,3
2024-02-25,querétaro,Mexico,772,22,18,2
2024-02-25,baja california,Mexico,785,29,25,1
2024-02-25,chihuahua,Mexico,755,34,26,3
2024-02-25,sonora,Mexico,874,32,27,4
2024-02-25,coahuila,Mexico,677,20,21,4
2024-02-25,tamaulipas,Mexico,660,21,14,0
2024-02-25,yucatán,Mexico,940,41,33,6
2024-02-25,quintana roo,Mexico,847,33,28,5
2024-02-25,michoacán,Mexico,688,29,25,4
2024-02-25,morelos,Mexico,486,14,10,1
2024-02-25,tabasco,Mexico,683,22,13,2
2024-02-25,guerrero,Mexico,368,7,8,1
2024-02-25,chiapas,Mexico,306,13,8,1
2024-02-25,san luis potosí,Mexico,292,16,15,1
2024-02-25,hidalgo,Mexico,324,11,15,5
2024-02-25,oaxaca,Mexico,176,6,4,0
2024-02-25,aguascalientes,Mexico,237,10,7,0
2024-02-25,zacatecas,Mexico,209,7,8,1
2024-02-25,baja california sur,Mexico,201,5,3,0
2024-02-25,durango,Mexico,179,3,3,0
2024-02-25,campeche,Mexico,252,6,6,1
2024-02-25,nayarit,Mexico,121,4,3,0
2024-02-25,colima,Mexico,159,7,7,2
2024-02-25,tlaxcala,Mexico,136,7,9,3
2024-02-26,mexico city,Mexico,9463,351,315,36
2024-02-26,méxico,Mexico,4232,167,154,13
2024-02-26,nuevo león,Mexico,3223,124,103,12
2024-02-26,jalisco,Mexico,3741,129,119,14
2024-02-26,veracruz,Mexico,1491,46,40,6
2024-02-26,guanajuato,Mexico,1195,34,28,8
2024-02-26,sinaloa,Mexico,1083,34,32,7
2024-02-26,puebla,Mexico,1127,32,33,7
2024-02-26,querétaro,Mexico,870,42,36,8
2024-02-26,baja california,Mexico,850,28,19,0
2024-02-26,chihuahua,Mexico,720,25,21,3
2024-02-26,sonora,Mexico,862,38,36,9
2024-02-26,coahuila,Mexico,711,24,24,2
2024-02-26,tamaulipas,Mexico,733,35,26,0
2024-02-26,yucatán,Mexico,1061,32,34,5
2024-02-26,quintana roo,Mexico,967,49,48,7
2024-02-26,michoacán,Mexico,781,26,25,4
2024-02-26,morelos,Mexico,585,21,10,0
2024-02-26,tabasco,Mexico,694,30,26,3
2024-02-26,guerrero,Mexico,362,13,11,2
2024-02-26,chiapas,Mexico,353,6,7,0
2024-02-26,san luis potosí,Mexico,307,15,11,1
2024-02-26,hidalgo,Mexico,389,8,10,2
2024-02-26,oaxaca,Mexico,230,10,7,0
2024-02-26,aguascalientes,Mexico,253,13,9,1
2024-02-26,zacatecas,Mexico,213,9,7,2
2024-02-26,baja california sur,Mexico,215,4,0,0
2024-02-26,durango,Mexico,173,2,6,1
2024-02-26,campeche,Mexico,281,7,8,2
2024-02-26,nayarit,Mexico,122,2,2,0
2024-02-26,colima,Mexico,167,7,4,1
2024-02-26,tlaxcala,Mexico,145,9,9,2
2024-02-27,mexico city,Mexico,10071,347,353,44
2024-02-27,méxico,Mexico,4607,163,160,15
2024-02-27,nuevo león,Mexico,3366,121,95,6
2024-02-27,jalisco,Mexico,3965,158,165,18
2024-02-27,veracruz,Mexico,1772,63,52,5
2024-02-27,guanajuato,Mexico,1482,51,41,1
2024-02-27,sinaloa,Mexico,1320,42,43,0
2024-02-27,puebla,Mexico,1241,37,38,5
2024-02-27,querétaro,Mexico,908,33,26,3
2024-02-27,baja california,Mexico,955,31,26,3
2024-02-27,chihuahua,Mexico,782,28,27,3
2024-02-27,sonora,Mexico,896,22,20,0
2024-02-27,coahuila,Mexico,777,25,20,3
2024-02-27,tamaulipas,Mexico,821,20,18,1
2024-02-27,yucatán,Mexico,1143,39,28,2
2024-02-27,quintana roo,Mexico,979,38,47,5
2024-02-27,michoacán,Mexico,916,34,32,5
2024-02-27,morelos,Mexico,627,21,19,1
2024-02-27,tabasco,Mexico,794,22,16,4
2024-02-27,guerrero,Mexico,443,16,15,1
2024-02-27,chiapas,Mexico,400,10,14,2
2024-02-27,san luis potosí,Mexico,360,16,18,2
2024-02-27,hidalgo,Mexico,410,15,13,1
2024-02-27,oaxaca,Mexico,281,10,5,1
2024-02-27,aguascalientes,Mexico,291,13,9,2
2024-02-27,zacatecas,Mexico,212,9,10,0
2024-02-27,baja california sur,Mexico,244,12,10,1
2024-02-27,durango,Mexico,217,5,6,0
2024-02-27,campeche,Mexico,292,7,8,0
2024-02-27,nayarit,Mexico,163,6,9,0
2024-02-27,colima,Mexico,175,5,6,2
2024-02-27,tlaxcala,Mexico,157,6,10,0
2024-02-28,mexico city,Mexico,10773,408,278,45
2024-02-28,méxico,Mexico,4795,178,118,18
2024-02-28,nuevo león,Mexico,3667,109,85,17
2024-02-28,jalisco,Mexico,4325,139,114,19
2024-02-28,veracruz,Mexico,1905,62,47,6
2024-02-28,guanajuato,Mexico,1425,33,30,2
2024-02-28,sinaloa,Mexico,1369,41,32,7
2024-02-28,puebla,Mexico,1241,48,35,7
2024-02-28,querétaro,Mexico,955,31,15,2
2024-02-28,baja california,Mexico,994,33,17,2
2024-02-28,chihuahua,Mexico,847,25,19,4
2024-02-28,sonora,Mexico,992,28,25,3
2024-02-28,coahuila,Mexico,874,27,11,1
2024-02-28,tamaulipas,Mexico,891,22,9,1
2024-02-28,yucatán,Mexico,1270,41,35,4
2024-02-28,quintana roo,Mexico,1101,33,22,3
2024-02-28,michoacán,Mexico,951,26,13,1
2024-02-28,morelos,Mexico,596,13,7,1
2024-02-28,tabasco,Mexico,774,38,21,1
2024-02-28,guerrero,Mexico,565,20,19,1
2024-02-28,chiapas,Mexico,421,11,5,0
2024-02-28,san luis potosí,Mexico,369,15,10,0
2024-02-28,hidalgo,Mexico,454,17,21,3
2024-02-28,oaxaca,Mexico,254,6,7,1
2024-02-28,aguascalientes,Mexico,300,3,2,0
2024-02-28,zacatecas,Mexico,236,11,7,2
2024-02-28,baja california sur,Mexico,250,8,4,0
2024-02-28,durango,Mexico,240,9,9,0
2024-02-28,campeche,Mexico,318,9,7,0
2024-02-28,nayarit,Mexico,180,2,1,0
2024-02-28,colima,Mexico,209,4,0,0
2024-02-28,tlaxcala,Mexico,151,8,8,2
2024-02-29,mexico city,Mexico,10975,353,212,52
2024-02-29,méxico,Mexico,5019,168,72,21
2024-02-29,nuevo león,Mexico,3624,116,48,12
2024-02-29,jalisco,Mexico,4508,161,74,25
2024-02-29,veracruz,Mexico,1781,62,24,4
2024-02-29,guanajuato,Mexico,1404,46,15,4
2024-02-29,sinaloa,Mexico,1232,36,13,5
2024-02-29,puebla,Mexico,1336,49,21,2
2024-02-29,querétaro,Mexico,1004,25,19,6
2024-02-29,baja california,Mexico,1029,28,12,5
2024-02-29,chihuahua,Mexico,912,29,11,0
2024-02-29,sonora,Mexico,945,29,16,5
2024-02-29,coahuila,Mexico,884,17,9,1
2024-02-29,tamaulipas,Mexico,883,26,12,2
2024-02-29,yucatán,Mexico,1282,48,25,4
2024-02-29,quintana roo,Mexico,1100,44,26,4
2024-02-29,michoacán,Mexico,875,27,16,6
2024-02-29,morelos,Mexico,714,17,6,1
2024-02-29,tabasco,Mexico,817,27,10,4
2024-02-29,guerrero,Mexico,456,18,3,0
2024-02-29,chiapas,Mexico,443,17,8,3
2024-02-29,san luis potosí,Mexico,436,26,13,0
2024-02-29,hidalgo,Mexico,480,21,11,2
2024-02-29,oaxaca,Mexico,255,7,6,0
2024-02-29,aguascalientes,Mexico,346,13,8,3
2024-02-29,zacatecas,Mexico,282,6,2,1
2024-02-29,baja california sur,Mexico,222,8,2,0
2024-02-29,durango,Mexico,228,10,5,1
2024-02-29,campeche,Mexico,290,11,5,0
2024-02-29,nayarit,Mexico,174,3,2,0
2024-02-29,colima,Mexico,193,9,1,0
2024-02-29,tlaxcala,Mexico,157,5,3,1
2024-03-01,mexico city,Mexico,12351,430,202,53
2024-03-01,méxico,Mexico,5652,230,120,23
2024-03-01,nuevo león,Mexico,4240,151,54,11
2024-03-01,jalisco,Mexico,4677,190,68,15
2024-03-01,veracruz,Mexico,1917,60,32,9
2024-03-01,guanajuato,Mexico,1519,64,23,4
2024-03-01,sinaloa,Mexico,1498,52,21,8
2024-03-01,puebla,Mexico,1457,49,31,8
2024-03-01,querétaro,Mexico,1106,35,19,4
2024-03-01,baja california,Mexico,1332,46,11,3
2024-03-01,chihuahua,Mexico,1003,36,15,3
2024-03-01,sonora,Mexico,1052,39,13,2
2024-03-01,coahuila,Mexico,943,29,11,2
2024-03-01,tamaulipas,Mexico,1020,25,7,2
2024-03-01,yucatán,Mexico,1328,57,21,4
2024-03-01,quintana roo,Mexico,1091,53,28,4
2024-03-01,michoacán,Mexico,917,42,20,6
2024-03-01,morelos,Mexico,759,24,14,4
2024-03-01,tabasco,Mexico,790,28,10,3
2024-03-01,guerrero,Mexico,556,22,12,3
2024-03-01,chiapas,Mexico,422,15,7,1
2024-03-01,san luis potosí,Mexico,466,17,8,2
2024-03-01,hidalgo,Mexico,490,17,10,6
2024-03-01,oaxaca,Mexico,255,11,5,1
2024-03-01,aguascalientes,Mexico,373,8,3,0
2024-03-01,zacatecas,Mexico,250,8,4,1
2024-03-01,baja california sur,Mexico,283,10,1,0
2024-03-01,durango,Mexico,286,3,1,0
2024-03-01,campeche,Mexico,331,8,3,0
2024-03-01,nayarit,Mexico,216,12,5,1
2024-03-01,colima,Mexico,200,11,7,2
2024-03-01,tlaxcala,Mexico,158,7,2,1
2024-03-02,mexico city,Mexico,11005,382,184,39
2024-03-02,méxico,Mexico,5193,191,95,23
2024-03-02,nuevo león,Mexico,3666,136,53,8
2024-03-02,jalisco,Mexico,4208,167,76,14
2024-03-02,veracruz,Mexico,1763,62,33,8
2024-03-02,guanajuato,Mexico,1370,51,21,4
2024-03-02,sinaloa,Mexico,1193,42,15,3
2024-03-02,puebla,Mexico,1310,50,15,4
2024-03-02,querétaro,Mexico,1014,37,22,4
2024-03-02,baja california,Mexico,1150,38,9,2
2024-03-02,chihuahua,Mexico,796,30,12,2
2024-03-02,sonora,Mexico,999,29,15,3
2024-03-02,coahuila,Mexico,886,36,12,2
2024-03-02,tamaulipas,Mexico,897,38,13,4
2024-03-02,yucatán,Mexico,1167,43,22,5
2024-03-02,quintana roo,Mexico,977,43,16,2
2024-03-02,michoacán,Mexico,824,29,18,3
2024-03-02,morelos,Mexico,673,19,12,5
2024-03-02,tabasco,Mexico,715,26,6,0
2024-03-02,guerrero,Mexico,438,14,7,2
2024-03-02,chiapas,Mexico,382,19,8,2
2024-03-02,san luis potosí,Mexico,401,11,8,2
2024-03-02,hidalgo,Mexico,455,13,6,1
2024-03-02,oaxaca,Mexico,245,9,3,0
2024-03-02,aguascalientes,Mexico,359,15,7,1
2024-03-02,zacatecas,Mexico,225,11,1,0
2024-03-02,baja california sur,Mexico,244,9,1,1
